carrier,flight,origin,dest,name
DL,1131,LGA,DTW,Delta Air Lines Inc.
B6,119,JFK,MSY,JetBlue Airways
UA,1152,EWR,PDX,United Air Lines Inc.
EV,4188,EWR,CLE,ExpressJet Airlines Inc.
US,604,EWR,PHX,US Airways Inc.
AA,33,JFK,LAX,American Airlines Inc.
DL,1322,JFK,SFO,Delta Air Lines Inc.
WN,993,LGA,MDW,Southwest Airlines Co.
9E,4060,LGA,DAY,Endeavor Air Inc.
B6,71,JFK,FLL,JetBlue Airways
MQ,4471,LGA,RDU,Envoy Air
B6,529,EWR,MCO,JetBlue Airways
US,2086,EWR,CLT,US Airways Inc.
B6,1161,LGA,PBI,JetBlue Airways
UA,996,EWR,SFO,United Air Lines Inc.
UA,594,LGA,IAH,United Air Lines Inc.
B6,1161,LGA,PBI,JetBlue Airways
B6,683,JFK,MCO,JetBlue Airways
AA,763,LGA,DFW,American Airlines Inc.
WN,1498,EWR,HOU,Southwest Airlines Co.
UA,987,EWR,LAS,United Air Lines Inc.
DL,1847,LGA,ATL,Delta Air Lines Inc.
B6,118,JFK,BOS,JetBlue Airways
MQ,3384,LGA,CLT,Envoy Air
DL,1619,LGA,MSP,Delta Air Lines Inc.
B6,403,JFK,SJU,JetBlue Airways
B6,1174,EWR,BOS,JetBlue Airways
EV,3822,EWR,TYS,ExpressJet Airlines Inc.
EV,4099,EWR,STL,ExpressJet Airlines Inc.
MQ,4475,LGA,RDU,Envoy Air
WN,3778,EWR,DEN,Southwest Airlines Co.
B6,183,JFK,MCO,JetBlue Airways
UA,276,EWR,BOS,United Air Lines Inc.
VX,29,JFK,SFO,Virgin America
WN,3676,LGA,MDW,Southwest Airlines Co.
YV,3744,LGA,IAD,Mesa Airlines Inc.
UA,261,EWR,FLL,United Air Lines Inc.
EV,5796,EWR,CLT,ExpressJet Airlines Inc.
DL,2285,LGA,MCO,Delta Air Lines Inc.
EV,4434,EWR,MHT,ExpressJet Airlines Inc.
EV,3830,EWR,PVD,ExpressJet Airlines Inc.
UA,685,LGA,ORD,United Air Lines Inc.
UA,1294,EWR,SFO,United Air Lines Inc.
B6,631,JFK,LAX,JetBlue Airways
9E,3445,LGA,DSM,Endeavor Air Inc.
B6,1016,JFK,BOS,JetBlue Airways
DL,781,LGA,ATL,Delta Air Lines Inc.
B6,1386,JFK,ROC,JetBlue Airways
EV,4480,EWR,CLT,ExpressJet Airlines Inc.
B6,525,EWR,MCO,JetBlue Airways
9E,3395,JFK,DCA,Endeavor Air Inc.
AA,199,JFK,ORD,American Airlines Inc.
US,2156,LGA,BOS,US Airways Inc.
DL,695,JFK,MCO,Delta Air Lines Inc.
UA,1591,EWR,IAH,United Air Lines Inc.
WN,1787,EWR,DEN,Southwest Airlines Co.
B6,1407,JFK,IAD,JetBlue Airways
9E,3459,JFK,BNA,Endeavor Air Inc.
AA,211,JFK,IAH,American Airlines Inc.
AA,2099,LGA,MIA,American Airlines Inc.
DL,2457,LGA,MSY,Delta Air Lines Inc.
MQ,3526,LGA,CMH,Envoy Air
MQ,4425,JFK,DCA,Envoy Air
UA,1637,EWR,TPA,United Air Lines Inc.
DL,1695,LGA,TPA,Delta Air Lines Inc.
AA,117,JFK,LAX,American Airlines Inc.
UA,1211,EWR,AUS,United Air Lines Inc.
EV,4294,EWR,SAV,ExpressJet Airlines Inc.
EV,5559,EWR,DTW,ExpressJet Airlines Inc.
B6,189,JFK,SAN,JetBlue Airways
B6,71,JFK,SLC,JetBlue Airways
AA,1141,JFK,MIA,American Airlines Inc.
AA,1697,JFK,MIA,American Airlines Inc.
B6,189,JFK,SAN,JetBlue Airways
UA,1142,EWR,BOS,United Air Lines Inc.
WN,2497,LGA,DEN,Southwest Airlines Co.
US,1899,LGA,CLT,US Airways Inc.
UA,535,JFK,LAX,United Air Lines Inc.
B6,586,JFK,ROC,JetBlue Airways
MQ,4579,LGA,CLT,Envoy Air
MQ,3737,EWR,ORD,Envoy Air
9E,3325,JFK,DFW,Endeavor Air Inc.
WN,3135,LGA,MKE,Southwest Airlines Co.
UA,334,EWR,SAT,United Air Lines Inc.
B6,803,JFK,SJU,JetBlue Airways
9E,4142,LGA,CVG,Endeavor Air Inc.
WN,3,LGA,MDW,Southwest Airlines Co.
MQ,4569,LGA,RDU,Envoy Air
EV,4225,EWR,MSY,ExpressJet Airlines Inc.
DL,1547,LGA,ATL,Delta Air Lines Inc.
EV,4687,EWR,CVG,ExpressJet Airlines Inc.
9E,2916,JFK,DTW,Endeavor Air Inc.
FL,348,LGA,ATL,AirTran Airways Corporation
UA,1289,EWR,MCO,United Air Lines Inc.
US,1531,LGA,CLT,US Airways Inc.
MQ,3044,JFK,BWI,Envoy Air
B6,675,JFK,MSY,JetBlue Airways
AA,2019,LGA,STL,American Airlines Inc.
DL,1543,JFK,SEA,Delta Air Lines Inc.
EV,5813,EWR,RIC,ExpressJet Airlines Inc.
MQ,3301,LGA,RDU,Envoy Air
FL,485,LGA,CAK,AirTran Airways Corporation
EV,6043,EWR,ALB,ExpressJet Airlines Inc.
9E,3329,LGA,MKE,Endeavor Air Inc.
MQ,4517,LGA,CRW,Envoy Air
B6,173,JFK,SJC,JetBlue Airways
MQ,3547,LGA,XNA,Envoy Air
UA,437,EWR,BOS,United Air Lines Inc.
EV,4224,EWR,MKE,ExpressJet Airlines Inc.
EV,4175,EWR,AVL,ExpressJet Airlines Inc.
B6,2280,EWR,BOS,JetBlue Airways
DL,1275,JFK,SLC,Delta Air Lines Inc.
B6,59,JFK,TPA,JetBlue Airways
US,425,JFK,CLT,US Airways Inc.
AA,1030,LGA,STL,American Airlines Inc.
9E,3507,JFK,MSY,Endeavor Air Inc.
YV,3771,LGA,IAD,Mesa Airlines Inc.
AA,1263,JFK,LAS,American Airlines Inc.
DL,1271,JFK,FLL,Delta Air Lines Inc.
B6,915,JFK,SFO,JetBlue Airways
US,1899,LGA,CLT,US Airways Inc.
B6,203,JFK,LAS,JetBlue Airways
DL,1231,LGA,DTW,Delta Air Lines Inc.
DL,2019,LGA,MSP,Delta Air Lines Inc.
WN,1251,LGA,DEN,Southwest Airlines Co.
EV,4535,EWR,MSP,ExpressJet Airlines Inc.
B6,316,JFK,SYR,JetBlue Airways
AA,177,JFK,SFO,American Airlines Inc.
EV,5371,LGA,JAX,ExpressJet Airlines Inc.
B6,215,EWR,SJU,JetBlue Airways
MQ,3070,JFK,TPA,Envoy Air
DL,141,JFK,SFO,Delta Air Lines Inc.
UA,1545,EWR,IAH,United Air Lines Inc.
EV,5274,LGA,BNA,ExpressJet Airlines Inc.
YV,3788,LGA,IAD,Mesa Airlines Inc.
DL,1779,LGA,FLL,Delta Air Lines Inc.
DL,1547,LGA,ATL,Delta Air Lines Inc.
B6,1407,JFK,IAD,JetBlue Airways
AA,791,LGA,DFW,American Airlines Inc.
DL,1935,LGA,TPA,Delta Air Lines Inc.
UA,1626,EWR,SAN,United Air Lines Inc.
B6,71,JFK,SLC,JetBlue Airways
UA,1284,EWR,SFO,United Air Lines Inc.
B6,411,JFK,LAS,JetBlue Airways
AA,785,LGA,DFW,American Airlines Inc.
EV,4181,EWR,MCI,ExpressJet Airlines Inc.
DL,1552,LGA,RSW,Delta Air Lines Inc.
UA,1568,EWR,ORD,United Air Lines Inc.
US,721,EWR,CLT,US Airways Inc.
FL,348,LGA,ATL,AirTran Airways Corporation
AA,1837,LGA,MIA,American Airlines Inc.
DL,569,JFK,ATL,Delta Air Lines Inc.
DL,2003,LGA,MIA,Delta Air Lines Inc.
AA,1223,EWR,DFW,American Airlines Inc.
9E,3318,JFK,BUF,Endeavor Air Inc.
US,1831,JFK,CLT,US Airways Inc.
B6,299,LGA,MCO,JetBlue Airways
UA,392,EWR,IAH,United Air Lines Inc.
AA,303,LGA,ORD,American Airlines Inc.
AA,773,LGA,DFW,American Airlines Inc.
UA,740,EWR,PHX,United Air Lines Inc.
UA,1648,EWR,SFO,United Air Lines Inc.
DL,1529,JFK,LAS,Delta Air Lines Inc.
WN,1354,LGA,BNA,Southwest Airlines Co.
US,19,JFK,PHX,US Airways Inc.
MQ,3644,LGA,ATL,Envoy Air
AA,2243,JFK,MIA,American Airlines Inc.
DL,1919,LGA,MSP,Delta Air Lines Inc.
DL,1269,LGA,MEM,Delta Air Lines Inc.
UA,1626,EWR,SJU,United Air Lines Inc.
EV,4099,EWR,STL,ExpressJet Airlines Inc.
EV,4502,EWR,BNA,ExpressJet Airlines Inc.
EV,4312,EWR,DCA,ExpressJet Airlines Inc.
9E,3542,JFK,MSP,Endeavor Air Inc.
EV,3806,EWR,DAY,ExpressJet Airlines Inc.
UA,1482,EWR,SFO,United Air Lines Inc.
US,1431,EWR,CLT,US Airways Inc.
UA,1444,EWR,MSY,United Air Lines Inc.
AA,95,JFK,SJU,American Airlines Inc.
EV,4204,EWR,OKC,ExpressJet Airlines Inc.
AA,2279,LGA,MIA,American Airlines Inc.
AA,677,JFK,MIA,American Airlines Inc.
B6,181,JFK,SAN,JetBlue Airways
US,675,EWR,CLT,US Airways Inc.
FL,357,LGA,CAK,AirTran Airways Corporation
AA,300,EWR,DFW,American Airlines Inc.
UA,1061,EWR,DFW,United Air Lines Inc.
UA,1153,EWR,ORD,United Air Lines Inc.
9E,3393,JFK,DCA,Endeavor Air Inc.
MQ,4558,LGA,CLE,Envoy Air
EV,4353,EWR,ORF,ExpressJet Airlines Inc.
MQ,3365,JFK,DCA,Envoy Air
UA,323,EWR,BOS,United Air Lines Inc.
EV,5195,LGA,RIC,ExpressJet Airlines Inc.
UA,691,LGA,ORD,United Air Lines Inc.
MQ,3416,LGA,RDU,Envoy Air
UA,681,LGA,ORD,United Air Lines Inc.
UA,745,LGA,DEN,United Air Lines Inc.
UA,783,EWR,CLE,United Air Lines Inc.
AA,341,LGA,ORD,American Airlines Inc.
MQ,4646,LGA,MSP,Envoy Air
DL,1147,LGA,ATL,Delta Air Lines Inc.
VX,23,JFK,SFO,Virgin America
UA,269,LGA,ORD,United Air Lines Inc.
9E,3523,JFK,ORD,Endeavor Air Inc.
DL,706,JFK,AUS,Delta Air Lines Inc.
B6,383,JFK,MCO,JetBlue Airways
US,1745,EWR,CLT,US Airways Inc.
UA,256,EWR,BOS,United Air Lines Inc.
US,1989,EWR,CLT,US Airways Inc.
DL,2159,JFK,MCO,Delta Air Lines Inc.
9E,3867,EWR,CVG,Endeavor Air Inc.
US,2165,LGA,DCA,US Airways Inc.
9E,3927,JFK,BWI,Endeavor Air Inc.
EV,4166,EWR,GSP,ExpressJet Airlines Inc.
UA,998,EWR,PHX,United Air Lines Inc.
B6,523,JFK,LAX,JetBlue Airways
MQ,3546,LGA,MSP,Envoy Air
US,721,EWR,CLT,US Airways Inc.
9E,3433,JFK,PIT,Endeavor Air Inc.
DL,2043,JFK,ATL,Delta Air Lines Inc.
VX,169,EWR,LAX,Virgin America
UA,1665,EWR,LAX,United Air Lines Inc.
B6,24,JFK,BTV,JetBlue Airways
EV,4348,EWR,CLE,ExpressJet Airlines Inc.
MQ,3547,LGA,XNA,Envoy Air
EV,4328,EWR,MSY,ExpressJet Airlines Inc.
EV,4106,EWR,GSO,ExpressJet Airlines Inc.
B6,573,EWR,TPA,JetBlue Airways
EV,5667,EWR,ROC,ExpressJet Airlines Inc.
UA,1111,EWR,SFO,United Air Lines Inc.
B6,59,JFK,TPA,JetBlue Airways
B6,885,JFK,RDU,JetBlue Airways
B6,983,LGA,TPA,JetBlue Airways
EV,4495,EWR,SAV,ExpressJet Airlines Inc.
B6,509,EWR,FLL,JetBlue Airways
AA,745,LGA,DFW,American Airlines Inc.
AA,701,JFK,MIA,American Airlines Inc.
EV,4941,LGA,CVG,ExpressJet Airlines Inc.
B6,527,EWR,MCO,JetBlue Airways
MQ,3267,EWR,ORD,Envoy Air
DL,951,JFK,ATL,Delta Air Lines Inc.
US,2179,LGA,DCA,US Airways Inc.
UA,1420,EWR,LAX,United Air Lines Inc.
EV,5592,LGA,MEM,ExpressJet Airlines Inc.
UA,1722,EWR,MCO,United Air Lines Inc.
DL,1231,LGA,DTW,Delta Air Lines Inc.
DL,884,LGA,DEN,Delta Air Lines Inc.
DL,485,EWR,ATL,Delta Air Lines Inc.
EV,4533,EWR,BUF,ExpressJet Airlines Inc.
DL,1129,LGA,MIA,Delta Air Lines Inc.
9E,3452,JFK,BOS,Endeavor Air Inc.
DL,315,JFK,SJU,Delta Air Lines Inc.
UA,684,EWR,IAH,United Air Lines Inc.
B6,1099,LGA,MCO,JetBlue Airways
DL,2280,JFK,FLL,Delta Air Lines Inc.
VX,29,JFK,SFO,Virgin America
EV,4596,EWR,STL,ExpressJet Airlines Inc.
UA,406,EWR,DEN,United Air Lines Inc.
FL,623,LGA,ATL,AirTran Airways Corporation
UA,1270,EWR,MCO,United Air Lines Inc.
DL,2119,LGA,MSP,Delta Air Lines Inc.
US,2161,LGA,DCA,US Airways Inc.
AA,331,LGA,ORD,American Airlines Inc.
DL,1473,LGA,MEM,Delta Air Lines Inc.
EV,5795,EWR,PIT,ExpressJet Airlines Inc.
AA,2093,LGA,MIA,American Airlines Inc.
WN,3327,LGA,DEN,Southwest Airlines Co.
B6,905,JFK,ORD,JetBlue Airways
AA,317,LGA,ORD,American Airlines Inc.
DL,2445,JFK,BOS,Delta Air Lines Inc.
UA,1695,EWR,IAH,United Air Lines Inc.
UA,1735,EWR,LAX,United Air Lines Inc.
UA,228,LGA,IAH,United Air Lines Inc.
MQ,4418,JFK,DCA,Envoy Air
EV,4510,EWR,MKE,ExpressJet Airlines Inc.
MQ,3461,LGA,BNA,Envoy Air
DL,1847,LGA,ATL,Delta Air Lines Inc.
US,1995,LGA,CLT,US Airways Inc.
B6,86,JFK,ROC,JetBlue Airways
VX,27,JFK,SFO,Virgin America
UA,442,EWR,SAT,United Air Lines Inc.
B6,2702,JFK,BUF,JetBlue Airways
UA,1623,EWR,MCO,United Air Lines Inc.
AA,705,LGA,DFW,American Airlines Inc.
AA,327,LGA,ORD,American Airlines Inc.
AA,1895,EWR,MIA,American Airlines Inc.
US,2173,LGA,DCA,US Airways Inc.
MQ,4449,JFK,DCA,Envoy Air
B6,523,JFK,LAX,JetBlue Airways
MQ,3388,LGA,CMH,Envoy Air
UA,1638,EWR,CLE,United Air Lines Inc.
WN,1873,LGA,STL,Southwest Airlines Co.
DL,2247,LGA,ATL,Delta Air Lines Inc.
AA,85,JFK,SFO,American Airlines Inc.
MQ,4471,LGA,RDU,Envoy Air
UA,1100,EWR,SEA,United Air Lines Inc.
9E,2928,JFK,ORD,Endeavor Air Inc.
B6,586,JFK,ROC,JetBlue Airways
DL,1873,LGA,EYW,Delta Air Lines Inc.
EV,4709,EWR,STL,ExpressJet Airlines Inc.
EV,4309,EWR,ALB,ExpressJet Airlines Inc.
UA,1622,EWR,ORD,United Air Lines Inc.
AA,695,JFK,AUS,American Airlines Inc.
EV,5804,EWR,OMA,ExpressJet Airlines Inc.
B6,1273,JFK,CHS,JetBlue Airways
WN,184,EWR,MDW,Southwest Airlines Co.
DL,2170,JFK,PHX,Delta Air Lines Inc.
B6,553,EWR,RSW,JetBlue Airways
UA,921,EWR,DEN,United Air Lines Inc.
UA,151,EWR,LAX,United Air Lines Inc.
UA,1109,EWR,MCO,United Air Lines Inc.
EV,5211,LGA,SAV,ExpressJet Airlines Inc.
B6,925,JFK,TPA,JetBlue Airways
EV,4667,EWR,MSP,ExpressJet Airlines Inc.
B6,1053,JFK,PIT,JetBlue Airways
US,2134,LGA,BOS,US Airways Inc.
B6,27,JFK,TPA,JetBlue Airways
FL,348,LGA,ATL,AirTran Airways Corporation
MQ,2876,LGA,STL,Envoy Air
EV,4225,EWR,MSP,ExpressJet Airlines Inc.
DL,427,JFK,LAX,Delta Air Lines Inc.
EV,4092,EWR,DAY,ExpressJet Airlines Inc.
DL,695,JFK,MCO,Delta Air Lines Inc.
DL,1959,JFK,MCO,Delta Air Lines Inc.
MQ,4309,JFK,IND,Envoy Air
MQ,3644,LGA,ATL,Envoy Air
B6,1883,JFK,MCO,JetBlue Airways
9E,3439,JFK,CVG,Endeavor Air Inc.
UA,1519,EWR,STT,United Air Lines Inc.
US,409,EWR,CLT,US Airways Inc.
HA,51,JFK,HNL,Hawaiian Airlines Inc.
B6,509,EWR,FLL,JetBlue Airways
DL,2119,LGA,MSP,Delta Air Lines Inc.
B6,181,JFK,SAN,JetBlue Airways
9E,4105,JFK,IAD,Endeavor Air Inc.
UA,424,EWR,PBI,United Air Lines Inc.
EV,4104,EWR,BNA,ExpressJet Airlines Inc.
9E,2901,JFK,BOS,Endeavor Air Inc.
EV,4297,EWR,DTW,ExpressJet Airlines Inc.
EV,4222,EWR,MKE,ExpressJet Airlines Inc.
EV,4990,LGA,MCI,ExpressJet Airlines Inc.
B6,929,JFK,RSW,JetBlue Airways
DL,91,JFK,LAS,Delta Air Lines Inc.
AA,235,JFK,SEA,American Airlines Inc.
US,2165,LGA,DCA,US Airways Inc.
EV,4385,EWR,PWM,ExpressJet Airlines Inc.
UA,1039,EWR,AUS,United Air Lines Inc.
AA,305,LGA,ORD,American Airlines Inc.
EV,5038,LGA,BHM,ExpressJet Airlines Inc.
UA,667,LGA,ORD,United Air Lines Inc.
US,495,JFK,PHX,US Airways Inc.
DL,847,LGA,ATL,Delta Air Lines Inc.
B6,461,LGA,PBI,JetBlue Airways
EV,4676,EWR,GRR,ExpressJet Airlines Inc.
WN,163,LGA,MKE,Southwest Airlines Co.
9E,3689,JFK,PHL,Endeavor Air Inc.
UA,833,EWR,LAS,United Air Lines Inc.
DL,1473,LGA,MEM,Delta Air Lines Inc.
EV,4297,EWR,DTW,ExpressJet Airlines Inc.
EV,4381,EWR,DTW,ExpressJet Airlines Inc.
AA,715,LGA,DFW,American Airlines Inc.
B6,1271,LGA,FLL,JetBlue Airways
DL,874,LGA,MIA,Delta Air Lines Inc.
US,1042,JFK,CLT,US Airways Inc.
EV,4372,EWR,DCA,ExpressJet Airlines Inc.
9E,3437,JFK,MKE,Endeavor Air Inc.
AA,1853,EWR,DFW,American Airlines Inc.
EV,4422,EWR,PIT,ExpressJet Airlines Inc.
US,516,EWR,PHX,US Airways Inc.
9E,4105,JFK,IAD,Endeavor Air Inc.
DL,874,LGA,MIA,Delta Air Lines Inc.
US,2175,LGA,DCA,US Airways Inc.
DL,1485,LGA,MCO,Delta Air Lines Inc.
UA,1605,EWR,LAS,United Air Lines Inc.
US,2156,LGA,BOS,US Airways Inc.
UA,389,JFK,SFO,United Air Lines Inc.
DL,673,EWR,ATL,Delta Air Lines Inc.
B6,271,LGA,FLL,JetBlue Airways
FL,345,LGA,ATL,AirTran Airways Corporation
B6,1783,JFK,MCO,JetBlue Airways
EV,4380,EWR,MSP,ExpressJet Airlines Inc.
EV,5736,LGA,IAD,ExpressJet Airlines Inc.
9E,4105,JFK,IAD,Endeavor Air Inc.
B6,1734,JFK,BTV,JetBlue Airways
B6,53,JFK,PBI,JetBlue Airways
AA,181,JFK,LAX,American Airlines Inc.
B6,431,LGA,SRQ,JetBlue Airways
MQ,3361,JFK,RDU,Envoy Air
UA,1622,EWR,LAX,United Air Lines Inc.
MQ,3231,JFK,PIT,Envoy Air
US,2085,LGA,CLT,US Airways Inc.
DL,440,JFK,SEA,Delta Air Lines Inc.
DL,1875,LGA,TPA,Delta Air Lines Inc.
WN,739,EWR,AUS,Southwest Airlines Co.
UA,1054,EWR,LAX,United Air Lines Inc.
EV,5273,LGA,PIT,ExpressJet Airlines Inc.
EV,5769,LGA,IAD,ExpressJet Airlines Inc.
EV,4571,EWR,PWM,ExpressJet Airlines Inc.
EV,4255,EWR,CHS,ExpressJet Airlines Inc.
9E,3342,EWR,DTW,Endeavor Air Inc.
B6,59,JFK,TPA,JetBlue Airways
DL,2003,LGA,MIA,Delta Air Lines Inc.
DL,1271,JFK,FLL,Delta Air Lines Inc.
B6,1883,JFK,MCO,JetBlue Airways
UA,1497,EWR,IAH,United Air Lines Inc.
EV,4390,EWR,PWM,ExpressJet Airlines Inc.
B6,1185,JFK,RDU,JetBlue Airways
UA,1022,EWR,SNA,United Air Lines Inc.
B6,1111,JFK,RDU,JetBlue Airways
EV,4471,EWR,CLT,ExpressJet Airlines Inc.
9E,3488,LGA,MCI,Endeavor Air Inc.
UA,1682,EWR,FLL,United Air Lines Inc.
AA,1855,LGA,STL,American Airlines Inc.
9E,3320,JFK,BUF,Endeavor Air Inc.
WN,163,LGA,MKE,Southwest Airlines Co.
UA,679,EWR,IAH,United Air Lines Inc.
UA,1736,EWR,MCO,United Air Lines Inc.
EV,4596,EWR,STL,ExpressJet Airlines Inc.
B6,36,JFK,ROC,JetBlue Airways
DL,1902,LGA,PBI,Delta Air Lines Inc.
B6,9,JFK,MCO,JetBlue Airways
DL,1585,LGA,MCO,Delta Air Lines Inc.
9E,3470,JFK,CVG,Endeavor Air Inc.
9E,3440,JFK,RDU,Endeavor Air Inc.
B6,373,LGA,FLL,JetBlue Airways
WN,1964,LGA,MKE,Southwest Airlines Co.
WN,16,EWR,HOU,Southwest Airlines Co.
MQ,3709,EWR,ORD,Envoy Air
EV,5472,LGA,ORF,ExpressJet Airlines Inc.
B6,775,JFK,MSY,JetBlue Airways
US,2195,LGA,DCA,US Airways Inc.
UA,1621,EWR,SNA,United Air Lines Inc.
VX,251,JFK,LAS,Virgin America
9E,3439,JFK,CVG,Endeavor Air Inc.
UA,1143,EWR,PBI,United Air Lines Inc.
US,1895,EWR,CLT,US Airways Inc.
UA,1030,EWR,ORD,United Air Lines Inc.
AA,753,LGA,DFW,American Airlines Inc.
MQ,3744,EWR,ORD,Envoy Air
WN,1188,LGA,BNA,Southwest Airlines Co.
EV,4485,EWR,RDU,ExpressJet Airlines Inc.
DL,1373,JFK,MIA,Delta Air Lines Inc.
EV,5309,LGA,BGR,ExpressJet Airlines Inc.
9E,4033,LGA,TYS,Endeavor Air Inc.
UA,299,EWR,ORD,United Air Lines Inc.
EV,4122,EWR,SDF,ExpressJet Airlines Inc.
UA,1266,EWR,LAX,United Air Lines Inc.
B6,301,JFK,FLL,JetBlue Airways
EV,4666,EWR,IND,ExpressJet Airlines Inc.
UA,1425,EWR,LAX,United Air Lines Inc.
B6,86,JFK,ROC,JetBlue Airways
EV,3826,EWR,ATL,ExpressJet Airlines Inc.
B6,175,JFK,SEA,JetBlue Airways
AA,1769,JFK,MIA,American Airlines Inc.
AA,2297,LGA,MIA,American Airlines Inc.
DL,1174,LGA,PBI,Delta Air Lines Inc.
MQ,3486,LGA,BNA,Envoy Air
WN,763,EWR,AUS,Southwest Airlines Co.
UA,1411,EWR,ORD,United Air Lines Inc.
B6,1191,JFK,ACK,JetBlue Airways
B6,1083,JFK,MCO,JetBlue Airways
MQ,2949,JFK,BNA,Envoy Air
WN,573,LGA,MDW,Southwest Airlines Co.
EV,4533,EWR,BUF,ExpressJet Airlines Inc.
UA,353,EWR,ATL,United Air Lines Inc.
UA,647,EWR,MCO,United Air Lines Inc.
EV,4140,EWR,ATL,ExpressJet Airlines Inc.
DL,181,LGA,DTW,Delta Air Lines Inc.
EV,4651,EWR,PWM,ExpressJet Airlines Inc.
EV,4901,EWR,MSP,ExpressJet Airlines Inc.
DL,301,JFK,SJU,Delta Air Lines Inc.
UA,577,EWR,BOS,United Air Lines Inc.
DL,914,LGA,DEN,Delta Air Lines Inc.
VX,23,JFK,SFO,Virgin America
UA,528,EWR,PHX,United Air Lines Inc.
UA,258,LGA,IAH,United Air Lines Inc.
UA,1158,EWR,MIA,United Air Lines Inc.
B6,929,JFK,RSW,JetBlue Airways
EV,4099,EWR,STL,ExpressJet Airlines Inc.
EV,3810,EWR,JAX,ExpressJet Airlines Inc.
AA,785,LGA,DFW,American Airlines Inc.
EV,4700,EWR,CLT,ExpressJet Airlines Inc.
US,2191,LGA,DCA,US Airways Inc.
B6,133,JFK,RSW,JetBlue Airways
UA,651,EWR,SFO,United Air Lines Inc.
B6,985,LGA,TPA,JetBlue Airways
EV,4622,EWR,GRR,ExpressJet Airlines Inc.
US,1491,LGA,CLT,US Airways Inc.
B6,645,JFK,SFO,JetBlue Airways
EV,4202,EWR,STL,ExpressJet Airlines Inc.
UA,841,JFK,LAX,United Air Lines Inc.
MQ,3531,LGA,RDU,Envoy Air
AA,1905,EWR,DFW,American Airlines Inc.
DL,731,LGA,DTW,Delta Air Lines Inc.
US,2124,LGA,BOS,US Airways Inc.
DL,1131,LGA,DTW,Delta Air Lines Inc.
MQ,3550,LGA,ATL,Envoy Air
US,688,EWR,PHX,US Airways Inc.
UA,642,JFK,SFO,United Air Lines Inc.
DL,1465,JFK,SFO,Delta Air Lines Inc.
UA,1622,EWR,ORD,United Air Lines Inc.
DL,673,EWR,ATL,Delta Air Lines Inc.
WN,746,EWR,AUS,Southwest Airlines Co.
9E,3512,LGA,IND,Endeavor Air Inc.
FL,1070,LGA,ATL,AirTran Airways Corporation
EV,4393,EWR,IND,ExpressJet Airlines Inc.
EV,5231,LGA,CHS,ExpressJet Airlines Inc.
MQ,3411,LGA,RDU,Envoy Air
9E,3400,JFK,MKE,Endeavor Air Inc.
UA,1039,EWR,IAH,United Air Lines Inc.
B6,673,JFK,LAX,JetBlue Airways
MQ,3461,LGA,BNA,Envoy Air
EV,3811,EWR,ALB,ExpressJet Airlines Inc.
9E,3429,JFK,JAX,Endeavor Air Inc.
WN,1731,LGA,MDW,Southwest Airlines Co.
DL,1565,JFK,SFO,Delta Air Lines Inc.
MQ,3611,EWR,ORD,Envoy Air
UA,385,EWR,IAH,United Air Lines Inc.
9E,3318,JFK,BUF,Endeavor Air Inc.
UA,1124,EWR,PBI,United Air Lines Inc.
DL,1585,LGA,MCO,Delta Air Lines Inc.
VX,411,JFK,LAX,Virgin America
B6,1307,JFK,IAD,JetBlue Airways
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
B6,669,JFK,SJC,JetBlue Airways
UA,443,JFK,LAX,United Air Lines Inc.
AA,177,JFK,SFO,American Airlines Inc.
DL,2363,JFK,LAX,Delta Air Lines Inc.
EV,4701,EWR,BTV,ExpressJet Airlines Inc.
B6,431,LGA,SRQ,JetBlue Airways
MQ,3355,LGA,BNA,Envoy Air
MQ,3433,JFK,DCA,Envoy Air
MQ,4657,LGA,ATL,Envoy Air
AA,185,JFK,LAX,American Airlines Inc.
US,186,EWR,PHX,US Airways Inc.
B6,1516,JFK,SYR,JetBlue Airways
AA,305,LGA,ORD,American Airlines Inc.
UA,1216,EWR,SJU,United Air Lines Inc.
US,2187,LGA,DCA,US Airways Inc.
9E,3611,JFK,PIT,Endeavor Air Inc.
WN,348,LGA,MDW,Southwest Airlines Co.
MQ,3231,JFK,PIT,Envoy Air
B6,1883,JFK,MCO,JetBlue Airways
9E,4091,JFK,BWI,Endeavor Air Inc.
UA,1158,EWR,MIA,United Air Lines Inc.
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
MQ,3674,LGA,CLE,Envoy Air
AA,739,LGA,DFW,American Airlines Inc.
UA,1735,EWR,LAX,United Air Lines Inc.
EV,5811,EWR,BUF,ExpressJet Airlines Inc.
US,2177,LGA,DCA,US Airways Inc.
MQ,4555,LGA,CMH,Envoy Air
FL,1159,LGA,CAK,AirTran Airways Corporation
US,802,EWR,CLT,US Airways Inc.
DL,2139,LGA,MIA,Delta Air Lines Inc.
DL,2175,LGA,MIA,Delta Air Lines Inc.
DL,181,LGA,DTW,Delta Air Lines Inc.
B6,219,JFK,CLT,JetBlue Airways
UA,1179,EWR,SFO,United Air Lines Inc.
DL,1547,LGA,ATL,Delta Air Lines Inc.
DL,2245,JFK,MIA,Delta Air Lines Inc.
9E,4287,JFK,BWI,Endeavor Air Inc.
EV,4652,EWR,MYR,ExpressJet Airlines Inc.
AA,711,LGA,DFW,American Airlines Inc.
